Result,Delay (ms),HTTP requests
1170,25199.026137,2533
1171,25199.030285,2533
1172,25199.034323,2533
1173,25199.052317,2533
1174,25199.055964000003,2533
1175,25199.058859,2533
1176,25199.062065000002,2533
1177,25199.151774,2533
1178,25199.156343000002,2533
1179,25199.160320000003,2533
1180,25199.163627,2533
1181,25199.196599000003,2533
1182,25199.200005000002,2533
1183,25199.203462,2533
1184,25199.206688000002,2533
1185,25375.123495,2533
1186,25375.135337,2533
1187,25375.139355000003,2533
1188,25375.143031,2533
1189,25505.301275,2533
1190,25505.31999,2533
1191,25505.323958,2533
1192,25505.327234,2533
1193,25505.365506000002,2533
1194,25505.371277000002,2533
1195,25505.375204,2533
1196,25505.379903,2533
1197,25505.545355000002,2533
1198,25505.550685000002,2533
1199,25505.554372000002,2533
1200,25505.557478000002,2533
1201,25505.602994,2533
1202,25505.612001,2533
1203,25505.615718,2533
1204,25505.618453000003,2533
1205,25505.650864000003,2533
1206,25505.656865,2533
1207,25505.659931000002,2533
1208,25505.662646,2533
1209,25505.693254,2533
1210,25505.696189000002,2533
1211,25505.698955,2533
1212,25505.703273000003,2533
1213,25505.766772000003,2533
1214,25505.770029000003,2533
1215,25505.772884,2533
1216,25505.775579,2533
1217,25598.957904000003,2533
1218,25598.973654,2533
1219,25598.979585,2533
1220,25598.983703,2533
1221,25598.999783000003,2533
1222,25599.003520000002,2533
1223,25599.006897000003,2533
1224,25599.009822,2533
1225,25599.126151,2533
1226,25599.129878,2533
1227,25599.134247,2533
1228,25599.137012000003,2533
1229,25774.065496000003,2533
1230,25774.081406,2533
1231,25774.086806000003,2533
1232,25774.090803000003,2533
1233,25774.132422000002,2533
1234,25774.135998,2533
1235,25774.139655000003,2533
1236,25774.142671,2533
1237,25899.72019,2533
1238,25899.737753,2533
1239,25899.742442000002,2533
1240,25899.746129000003,2533
1241,26302.248851,2533
1242,26922.039042,2533
1243,26922.053971,2533
1244,26922.057798,2533
1245,26961.07815,2533
1246,26961.093158,2533
1247,26961.096975,2533
1248,26961.100361,2533
1249,26961.147350000003,2533
1250,26961.150827,2533
1251,26961.153462000002,2533
1252,26961.156006,2533
1253,26968.211656,2533
1254,26968.220613,2533
1255,26968.22464,2533
1256,26968.227326,2533
1257,26968.239979,2533
1258,26968.243376000002,2533
1259,26968.246111,2533
1260,26968.248375000003,2533
1261,26968.368742000002,2533
1262,26968.373170000003,2533
1263,26968.375575000002,2533
1264,26968.37826,2533
1265,26978.331491,2533
1266,26978.343865000003,2533
1267,26978.347822,2533
1268,26978.351529,2533
1269,26978.368401,2533
1270,26978.372308,2533
1271,26978.375194,2533
1272,26978.378370000002,2533
1273,26978.502153,2533
1274,26978.506411000002,2533
1275,26978.508806,2533
1276,26978.511631,2533
1277,26984.791258,2533
1278,26984.801497,2533
1279,26984.805755,2533
1280,26984.808851,2533
1281,26984.886197,2533
1282,26984.889553,2533
1283,26984.893180000003,2533
1284,26984.895494,2533
1285,26986.924369,2533
1286,26986.931372000003,2533
1287,26986.934358000002,2533
1288,26986.936892,2533
1289,26986.949536,2533
1290,26986.952381000003,2533
1291,26986.954576,2533
1292,26986.957551,2533
1293,26987.03658,2533
1294,26987.040558,2533
1295,26987.043543,2533
1296,26987.046218,2533
1297,26987.086334,2533
1298,26987.089320000003,2533
1299,26987.091404000003,2533
1300,26987.094049000003,2533
1301,26988.592423000002,2533
1302,26988.598214,2533
1303,26988.601109000003,2533
1304,26988.603464,2533
1305,26988.619153,2533
1306,26988.622319000002,2533
1307,26988.625125000002,2533
1308,26988.62774,2533
1309,26988.700356,2533
1310,26988.704164000002,2533
1311,26988.707279000002,2533
1312,26988.709454,2533
1313,26988.746784000003,2533
1314,26988.754438,2533
1315,26988.760159,2533
1316,26988.763676000002,2533
1317,26989.819516,2533
1318,26989.824926,2533
1319,26989.827872,2533
1320,26989.830667000002,2533
1321,26989.843311,2533
1322,26989.852428000002,2533
1323,26989.854823,2533
1324,26989.857247,2533
1325,26989.902683,2533
1326,26989.906129000003,2533
1327,26989.908444,2533
1328,26989.91171,2533
1329,26989.984277,2533
1330,26989.987573000002,2533
1331,26989.989897000003,2533
1332,26989.992302000002,2533
1333,26990.617009,2533
1334,26990.622129000003,2533
1335,26990.625074,2533
1336,26990.627759000003,2533
1337,26990.638229,2533
1338,26990.640614,2533
1339,26990.642948,2533
1340,26990.645072000003,2533
1341,26991.150835,2533
1342,26991.155404,2533
1343,26991.158299000002,2533
1344,26991.160884,2533
1345,26991.172156,2533
1346,26991.17435,2533
1347,26991.176784000003,2533
1348,26991.17974,2533
1349,26991.221609,2533
1350,26991.226177,2533
1351,26991.228642000002,2533
1352,26991.231037,2533
1353,26991.276592000002,2533
1354,26991.28037,2533
1355,26991.283686000002,2533
1356,26991.286882,2533
1357,26991.321938,2533
1358,26991.325374,2533
1359,26991.328080000003,2533
1360,26991.330604000002,2533
1361,26991.361152,2533
1362,26991.364278,2533
1363,26991.367173000002,2533
1364,26991.369397000002,2533
1365,26991.402289,2533
1366,26991.405465,2533
1367,26991.408030000002,2533
1368,26991.410525000003,2533
1369,26991.953929000003,2533
1370,26991.958037,2533
1371,26991.961033,2533
1372,26991.963628,2533
1373,26992.456827,2533
1374,26992.478628,2533
1375,26992.483588000003,2533
1376,26992.486704000003,2533
1377,26993.209045,2533
1378,26993.213403,2533
1379,26993.216299,2533
1380,26993.218723,2533
1381,26993.502168000003,2533
1382,26993.507017,2533
1383,26993.509652,2533
1384,26993.512197,2533
1385,26993.533096000003,2533
1386,26993.535971,2533
1387,26993.538857,2533
1388,26993.541883,2533
1389,26993.576608000003,2533
1390,26993.579714,2533
1391,26993.58307,2533
1392,26993.585896,2533
1393,26993.613007,2533
1394,26993.616112,2533
1395,26993.619319,2533
1396,26993.621793000002,2533
1397,26993.654405,2533
1398,26993.657671,2533
1399,26993.660246000003,2533
1400,26993.663251,2533
1401,26993.692506000003,2533
1402,26993.695272,2533
1403,26993.698187,2533
1404,26993.700662000003,2533
1405,26993.731821,2533
1406,26993.735387,2533
1407,26993.738032,2533
1408,26993.740567,2533
1409,26993.769962000002,2533
1410,26993.772768000003,2533
1411,26993.775272000003,2533
1412,26993.777968000002,2533
1413,26993.806932,2533
1414,26993.809768000003,2533
1415,26993.812823,2533
1416,26993.815358,2533
1417,26993.858439,2533
1418,26993.861575000003,2533
1419,26993.86414,2533
1420,26993.866855,2533
1421,26993.894848,2533
1422,26993.897723000002,2533
1423,26993.900559,2533
1424,26993.902843,2533
1425,26993.935384,2533
1426,26993.938390000003,2533
1427,26993.940794000002,2533
1428,26993.943199,2533
1429,26993.970721,2533
1430,26993.973526,2533
1431,26993.97575,2533
1432,26993.977884,2533
1433,26994.004064,2533
1434,26994.006609,2533
1435,26994.009424,2533
1436,26994.011578,2533
1437,26994.038098,2533
1438,26994.040853000002,2533
1439,26994.043087000002,2533
1440,26994.045332,2533
1441,26994.070779,2533
1442,26994.073555000003,2533
1443,26994.075538,2533
1444,26994.077452,2533
1445,26994.10279,2533
1446,26994.105244000002,2533
1447,26994.107629000002,2533
1448,26994.109743,2533
1449,26994.137866,2533
1450,26994.140461000003,2533
1451,26994.142785,2533
1452,26994.144889000003,2533
1453,26994.17163,2533
1454,26994.174405,2533
1455,26994.17741,2533
1456,26994.180005000002,2533
1457,26994.206535,2533
1458,26994.209521,2533
1459,26994.212156,2533
1460,26994.214210000002,2533
1461,26994.239708,2533
1462,26994.242152000003,2533
1463,26994.244487,2533
1464,26994.246831,2533
1465,26994.273492,2533
1466,26994.275996,2533
1467,26994.27816,2533
1468,26994.280234,2533
1469,26994.307105,2533
1470,26994.309650000003,2533
1471,26994.312004000003,2533
1472,26994.314589,2533
1473,26994.341179000003,2533
1474,26994.344085,2533
1475,26994.346239000002,2533
1476,26994.348463000002,2533
1477,26994.376145000002,2533
1478,26994.37897,2533
1479,26994.381435000003,2533
1480,26994.383629,2533
1481,26994.409077,2533
1482,26994.411552,2533
1483,26994.414387,2533
1484,26994.417333,2533
1485,26994.456336000003,2533
1486,26994.459342000002,2533
1487,26994.462538,2533
1488,26994.464672000002,2533
1489,26994.493476,2533
1490,26994.496061,2533
1491,26994.498345,2533
1492,26994.501121,2533
1493,26994.554822000002,2533
1494,26994.558278,2533
1495,26994.560793,2533
1496,26994.563498,2533
1497,26994.570732,2533
1498,26994.573196,2533
1499,26994.575431,2533
1500,26994.577795,2533
1501,26994.606770000002,2533
1502,26994.609615,2533
1503,26994.61214,2533
1504,26994.614374,2533
1505,26994.640103,2533
1506,26994.642707000003,2533
1507,26994.645222000003,2533
1508,26994.647737000003,2533
1509,26994.674167,2533
1510,26994.676972,2533
1511,26994.679597000002,2533
1512,26994.681901,2533
1513,26994.708612000002,2533
1514,26994.711617,2533
1515,26994.714062000003,2533
1516,26994.716577000003,2533
1517,26994.742285,2533
1518,26994.745010000002,2533
1519,26994.748837000003,2533
1520,26994.751563,2533
1521,26994.787791000002,2533
1522,26994.790797,2533
1523,26994.793161,2533
1524,26994.795515,2533
1525,26994.822546000003,2533
1526,26994.825352,2533
1527,26994.827907000003,2533
1528,26994.83001,2533
1529,26994.8776,2533
1530,26994.881427,2533
1531,26994.883591,2533
1532,26994.886767,2533
1533,26994.921403,2533
1534,26994.923867,2533
1535,26994.925841,2533
1536,26994.927765,2533
1537,26994.955136,2533
1538,26994.957531,2533
1539,26994.959605,2533
1540,26994.961729000002,2533
1541,26994.986586000003,2533
1542,26994.98906,2533
1543,26994.991305,2533
1544,26994.993869,2533
1545,26995.020139,2533
1546,26995.022553000003,2533
1547,26995.024657,2533
1548,26995.026902,2533
1549,26995.074932,2533
1550,26995.077547,2533
1551,26995.080002000002,2533
1552,26995.082526000002,2533
1553,26995.110479000003,2533
1554,26995.112994000003,2533
1555,26995.115218000003,2533
1556,26995.117352,2533
1557,26995.143872,2533
1558,26995.146397,2533
1559,26995.148641,2533
1560,26995.150795,2533
1561,26995.177105000002,2533
1562,26995.179359,2533
1563,26995.181713,2533
1564,26995.183747000003,2533
1565,26995.210748,2533
1566,26995.213173,2533
1567,26995.215267,2533
1568,26995.21729,2533
1569,26995.245253,2533
1570,26995.247608,2533
1571,26995.249782000003,2533
1572,26995.251876000002,2533
1573,26995.284728000002,2533
1574,26995.287072000003,2533
1575,26995.289677,2533
1576,26995.292021,2533
1577,26995.318982,2533
1578,26995.322389,2533
1579,26995.324873,2533
1580,26995.326887000003,2533
1581,26995.353848000002,2533
1582,26995.356262,2533
1583,26995.358847,2533
1584,26995.361482,2533
1585,26995.388032000003,2533
1586,26995.390838000003,2533
1587,26995.393062000003,2533
1588,26995.395617000002,2533
1589,26995.435101000003,2533
1590,26995.438988,2533
1591,26995.441593,2533
1592,26995.444238,2533
1593,26995.493110000003,2533
1594,26995.495826000002,2533
1595,26995.498841,2533
1596,26995.501687,2533
1597,26995.527906000003,2533
1598,26995.530321000002,2533
1599,26995.532404,2533
1600,26995.535210000002,2533
1601,26995.570877000002,2533
1602,26995.575536,2533
1603,26995.577670000002,2533
1604,26995.580144,2533
1605,26995.607466,2533
1606,26995.60974,2533
1607,26995.611684,2533
1608,26995.613588,2533
1609,26995.641009000003,2533
1610,26995.643544000002,2533
1611,26995.645708,2533
1612,26995.647952000003,2533
1613,26995.684922,2533
1614,26995.687627000003,2533
1615,26995.690272,2533
1616,26995.692496,2533
1617,26995.722713000003,2533
1618,26995.726560000003,2533
1619,26995.728755,2533
1620,26995.73138,2533
1621,26995.758741,2533
1622,26995.761607,2533
1623,26995.763871000003,2533
1624,26995.765804000002,2533
1625,26995.792164000002,2533
1626,26995.794669000003,2533
1627,26995.796743000003,2533
1628,26995.798987000002,2533
1629,26995.832250000003,2533
1630,26995.834454,2533
1631,26995.836838000003,2533
1632,26995.839163,2533
1633,26995.875070000002,2533
1634,26995.877615,2533
1635,26995.879759000003,2533
1636,26995.881913,2533
1637,26995.911559,2533
1638,26995.914154000002,2533
1639,26995.916859,2533
1640,26995.918973,2533
1641,26995.944702,2533
1642,26995.947617,2533
1643,26995.949911,2533
1644,26995.952066,2533
1645,26995.987793,2533
1646,26995.990458,2533
1647,26995.992812,2533
1648,26995.995287,2533
1649,26996.024161,2533
1650,26996.026857,2533
1651,26996.029271000003,2533
1652,26996.031495000003,2533
1653,26996.056482,2533
1654,26996.059318,2533
1655,26996.061452,2533
1656,26996.063816,2533
1657,26996.090587000002,2533
1658,26996.093172,2533
1659,26996.095967,2533
1660,26996.097991000002,2533
1661,26996.124030000003,2533
1662,26996.126595,2533
1663,26996.12943,2533
1664,26996.133968000002,2533
1665,26996.172782,2533
1666,26996.175146,2533
1667,26996.177320000003,2533
1668,26996.179324,2533
1669,26996.203840000002,2533
1670,26996.206325000003,2533
1671,26996.208659,2533
1672,26996.210813,2533
1673,26996.235360000002,2533
1674,26996.238025000002,2533
1675,26996.240008,2533
1676,26996.242212,2533
1677,26996.268522000002,2533
1678,26996.272339000003,2533
1679,26996.274523,2533
1680,26996.276497000003,2533
1681,26996.308227,2533
1682,26996.310992000002,2533
1683,26996.313256,2533
1684,26996.315901,2533
1685,26996.343133000002,2533
1686,26996.345357000002,2533
1687,26996.347802,2533
1688,26996.349996,2533
1689,26996.376065,2533
1690,26996.378800000002,2533
1691,26996.380764,2533
1692,26996.382787000002,2533
1693,26996.410279,2533
1694,26996.412744,2533
1695,26996.415259,2533
1696,26996.417453000002,2533
1697,26996.444243,2533
1698,26996.446728000003,2533
1699,26996.449002,2533
1700,26996.451086,2533
1701,26996.505609,2533
1702,26996.509176,2533
1703,26996.51149,2533
1704,26996.513604,2533
1705,26996.565412,2533
1706,26996.568207,2533
1707,26996.570672,2533
1708,26996.573186,2533
1709,26996.619544,2533
1710,26996.622089,2533
1711,26996.624683000002,2533
1712,26996.626517,2533
1713,26996.653888,2533
1714,26996.656544,2533
1715,26996.658768,2533
1716,26996.660781000002,2533
1717,26996.686380000003,2533
1718,26996.688874000003,2533
1719,26996.691119000003,2533
1720,26996.693313,2533
1721,26996.72365,2533
1722,26996.726515000002,2533
1723,26996.728730000003,2533
1724,26996.731094000002,2533
1725,26996.758035000003,2533
1726,26996.761201,2533
1727,26996.763435,2533
1728,26996.765579000003,2533
1729,26996.791548,2533
1730,26996.794223,2533
1731,26996.796618,2533
1732,26996.798962,2533
1733,26996.82455,2533
1734,26996.827696,2533
1735,26996.83,2533
1736,26996.832615000003,2533
1737,26996.866970000003,2533
1738,26996.870136,2533
1739,26996.872491000002,2533
1740,26996.874815000003,2533
1741,26996.914269,2533
1742,26996.917335000002,2533
1743,26996.921162000002,2533
1744,26996.923336,2533
1745,26996.960557000002,2533
1746,26996.963823000002,2533
1747,26996.966057,2533
1748,26996.968722,2533
1749,26997.000953000002,2533
1750,26997.004149,2533
1751,26997.007034000002,2533
1752,26997.009339,2533
1753,26997.037361000002,2533
1754,26997.039896000002,2533
1755,26997.042711000002,2533
1756,26997.044635000002,2533
1757,26997.071175,2533
1758,26997.07399,2533
1759,26997.076595000002,2533
1760,26997.080192,2533
1761,26997.108495,2533
1762,26997.111561,2533
1763,26997.114096,2533
1764,26997.11622,2533
1765,26997.144644,2533
1766,26997.147439,2533
1767,26997.150455000003,2533
1768,26997.155514000002,2533
1769,26997.193315,2533
1770,26997.19564,2533
1771,26997.197904,2533
1772,26997.200228,2533
1773,26997.227430000003,2533
1774,26997.229834,2533
1775,26997.232008000003,2533
1776,26997.240274,2533
1777,26997.268176,2533
1778,26997.270801000002,2533
1779,26997.273116,2533
1780,26997.27516,2533
1781,26997.302241,2533
1782,26997.304856000002,2533
1783,26997.307380000002,2533
1784,26997.309645,2533
1785,26997.337156,2533
1786,26997.339461,2533
1787,26997.341525,2533
1788,26997.343709,2533
1789,26997.377823000003,2533
1790,26997.380288,2533
1791,26997.382412000003,2533
1792,26997.384646000002,2533
1793,26997.411547,2533
1794,26997.417849,2533
1795,26997.422948000003,2533
1796,26997.428358,2533
1797,26997.461942,2533
1798,26997.464657,2533
1799,26997.466851,2533
1800,26997.468885000002,2533
1801,26997.494192000002,2533
1802,26997.496617,2533
1803,26997.498581,2533
1804,26997.500735,2533
1805,26997.527716,2533
1806,26997.52983,2533
1807,26997.531904000003,2533
1808,26997.534178,2533
1809,26997.563273,2533
1810,26997.566288,2533
1811,26997.568503000002,2533
1812,26997.570657,2533
1813,26997.597848,2533
1814,26997.600222,2533
1815,26997.602376000003,2533
1816,26997.605422,2533
1817,26997.632393,2533
1818,26997.634707,2533
1819,26997.636962,2533
1820,26997.639456,2533
1821,26997.686765000002,2533
1822,26997.689621,2533
1823,26997.691735,2533
1824,26997.694179000002,2533
1825,26997.722292000002,2533
1826,26997.725218,2533
1827,26997.727142,2533
1828,26997.729175,2533
1829,26997.755245,2533
1830,26997.759082,2533
1831,26997.761406,2533
1832,26997.763901000002,2533
1833,26997.793386,2533
1834,26997.796102,2533
1835,26997.798206000003,2533
1836,26997.80048,2533
1837,26997.826569,2533
1838,26997.829164000002,2533
1839,26997.831879,2533
1840,26997.834173000003,2533
1841,26999.389064000003,2533
1842,26999.400646000002,2533
1843,26999.403892000002,2533
1844,26999.406237000003,2533
1845,26999.420473000002,2533
1846,26999.423319,2533
1847,26999.425733,2533
1848,26999.428348,2533
1849,26999.50359,2533
1850,26999.507157,2533
1851,26999.509842000003,2533
1852,26999.513048,2533
1853,26999.543295000003,2533
1854,26999.546581000002,2533
1855,26999.548895,2533
1856,26999.551931,2533
1857,26999.595764,2533
1858,26999.603258000003,2533
1859,26999.609199000002,2533
1860,26999.611524,2533
1861,26999.729826000003,2533
1862,26999.733213,2533
1863,26999.736088,2533
1864,26999.738793,2533
1865,26999.771876000003,2533
1866,26999.775042,2533
1867,26999.778458,2533
1868,26999.780963,2533
1869,26999.809907000003,2533
1870,26999.813164000003,2533
1871,26999.815879,2533
1872,26999.821239,2533
1873,26999.919384,2533
1874,26999.923001000003,2533
1875,26999.925716,2533
1876,26999.929062000003,2533
1877,27000.002821000002,2533
1878,27000.006889,2533
1879,27000.009904000002,2533
1880,27000.013441000003,2533
1881,27000.044259000002,2533
1882,27000.047515000002,2533
1883,27000.050581,2533
1884,27000.053256000003,2533
1885,27000.084725,2533
1886,27000.087952,2533
1887,27000.090897000002,2533
1888,27000.093732,2533
1889,27000.122747,2533
1890,27000.125963000002,2533
1891,27000.129029,2533
1892,27000.131484,2533
1893,27000.161620000003,2533
1894,27000.164005000002,2533
1895,27000.166029,2533
1896,27000.168203,2533
1897,27000.239427,2533
1898,27000.242473000002,2533
1899,27000.245058,2533
1900,27000.247392,2533
1901,27000.291575000003,2533
1902,27000.294862000002,2533
1903,27000.296986,2533
1904,27000.29919,2533
1905,27000.333695,2533
1906,27000.33642,2533
1907,27000.338684000002,2533
1908,27000.340778,2533
1909,27000.380673,2533
1910,27000.383328,2533
1911,27000.385583000003,2533
1912,27000.38966,2533
1913,27000.417954,2533
1914,27000.420699000002,2533
1915,27000.422723,2533
1916,27000.425107000003,2533
1917,27000.466525,2533
1918,27000.46886,2533
1919,27000.470984,2533
1920,27000.473178,2533
1921,27000.501190000003,2533
1922,27000.503956,2533
1923,27000.50617,2533
1924,27000.508695,2533
1925,27000.537629000002,2533
1926,27000.540324,2533
1927,27000.542769,2533
1928,27000.544923,2533
1929,27000.572355,2533
1930,27000.574940000002,2533
1931,27000.576983000003,2533
1932,27000.579328,2533
1933,27000.620175,2533
1934,27000.623231,2533
1935,27000.625555000002,2533
1936,27000.627559,2533
1937,27000.655201,2533
1938,27000.658337,2533
1939,27000.662725000002,2533
1940,27000.667724000003,2533
1941,27000.69711,2533
1942,27000.700136000003,2533
1943,27000.70263,2533
1944,27000.705125,2533
1945,27000.733769000002,2533
1946,27000.736664,2533
1947,27000.739089000002,2533
1948,27000.741634,2533
1949,27000.768825000003,2533
1950,27000.772161,2533
1951,27000.774656,2533
1952,27000.777201,2533
1953,27000.816415,2533
1954,27000.8192,2533
1955,27000.821805,2533
1956,27000.824490000003,2533
1957,27000.870847000002,2533
1958,27000.874063000003,2533
1959,27000.876257,2533
1960,27000.878812000003,2533
1961,27000.907406000002,2533
1962,27000.910602,2533
1963,27000.913237,2533
1964,27000.915672000003,2533
1965,27000.944055,2533
1966,27000.947021,2533
1967,27000.949666,2533
1968,27000.952662,2533
1969,27000.991405,2533
1970,27000.99435,2533
1971,27000.997306,2533
1972,27001.000251,2533
1973,27001.055565000002,2533
1974,27001.058691000002,2533
1975,27001.061417,2533
1976,27001.063891,2533
1977,27001.094699,2533
1978,27001.097675,2533
1979,27001.10036,2533
1980,27001.102644000002,2533
1981,27001.143772000003,2533
1982,27001.148751,2533
1983,27001.151116,2533
1984,27001.15347,2533
1985,27001.201210000003,2533
1986,27001.203855,2533
1987,27001.206009,2533
1988,27001.208143,2533
1989,27001.248199,2533
1990,27001.250673000002,2533
1991,27001.252867000003,2533
1992,27001.255102000003,2533
1993,27001.283385000002,2533
1994,27001.28585,2533
1995,27001.288194,2533
1996,27001.290278,2533
1997,27001.318641,2533
1998,27001.321186,2533
1999,27001.323190000003,2533
2000,27001.325584000002,2533
2001,27001.353327,2533
2002,27001.356072000002,2533
2003,27001.358647,2533
2004,27001.361753,2533
2005,27001.400305000003,2533
2006,27001.40291,2533
2007,27001.405445,2533
2008,27001.407759,2533
2009,27001.468845000003,2533
2010,27001.472201,2533
2011,27001.474746,2533
2012,27001.477140000003,2533
2013,27001.509191,2533
2014,27001.512046,2533
2015,27001.51425,2533
2016,27001.516645,2533
2017,27001.545469,2533
2018,27001.550659,2533
2019,27001.555608000002,2533
2020,27001.560688,2533
2021,27001.617445,2533
2022,27001.62036,2533
2023,27001.622594,2533
2024,27001.625279,2533
2025,27001.677177,2533
2026,27001.679912,2533
2027,27001.682277,2533
2028,27001.684531000003,2533
2029,27001.719547,2533
2030,27001.722102,2533
2031,27001.724316,2533
2032,27001.726590000002,2533
2033,27001.772287,2533
2034,27001.774911,2533
2035,27001.777206000002,2533
2036,27001.77948,2533
2037,27001.814065000002,2533
2038,27001.81664,2533
2039,27001.818724,2533
2040,27001.820808,2533
2041,27001.866073,2533
2042,27001.868768,2533
2043,27001.870963,2533
2044,27001.873036,2533
2045,27001.927489,2533
2046,27001.930014,2533
2047,27001.932529,2533
2048,27001.934522,2533
2049,27001.961934000003,2533
2050,27001.964749000002,2533
2051,27001.966753,2533
2052,27001.969017000003,2533
2053,27001.998323,2533
2054,27002.000747000002,2533
2055,27002.003011,2533
2056,27002.005115,2533
2057,27002.035633,2533
2058,27002.038378,2533
2059,27002.040342,2533
2060,27002.042416,2533
2061,27002.080077000002,2533
2062,27002.082932,2533
2063,27002.085437,2533
2064,27002.087751000003,2533
2065,27002.123859000003,2533
2066,27002.126264000002,2533
2067,27002.128528,2533
2068,27002.130772,2533
2069,27002.17177,2533
2070,27002.174455,2533
2071,27002.176829,2533
2072,27002.178973000002,2533
2073,27002.227104,2533
2074,27002.232394000002,2533
2075,27002.237263000003,2533
2076,27002.24105,2533
2077,27002.301103,2533
2078,27002.303748000002,2533
2079,27002.305702,2533
2080,27002.307686,2533
2081,27002.353672,2533
2082,27002.356388,2533
2083,27002.358421,2533
2084,27002.360595000002,2533
2085,27002.414527,2533
2086,27002.419927000003,2533
2087,27002.422192,2533
2088,27002.426910000002,2533
2089,27002.482165,2533
2090,27002.48516,2533
2091,27002.487645,2533
2092,27002.489699,2533
2093,27002.524615000002,2533
2094,27002.52761,2533
2095,27002.529835,2533
2096,27002.532359,2533
2097,27002.623942000002,2533
2098,27002.627459000003,2533
2099,27002.629963000003,2533
2100,27002.632067000002,2533
2101,27002.67047,2533
2102,27002.673395,2533
2103,27002.675649,2533
2104,27002.677884,2533
2105,27002.722918000003,2533
2106,27002.725724,2533
2107,27002.727758,2533
2108,27002.730012,2533
2109,27002.769516,2533
2110,27002.772462,2533
2111,27002.774486000002,2533
2112,27002.77662,2533
TOTAL,27003.540079000002,2533
